0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,cat
9,22,78,18,1257,187,26,426,150,10,26,88,136,388,1,457,355,6,1166,189,156,128,221,1810,962,1715,53,1,96,8517,13,26,239,69,170,11,14,5,1622,129,26,20,39,5,518,190,6,140,67,4,26,36,20,39,7561,2,20,847,128,19,1810,19,10,28,6,5,155,83,36,393,3239,20,847,128,6,1,288,119,26,20,397,1582,3,3749,4362,27,469,104,62,25,589,53,82,78,18,1257,2,215,348,518,26,435,11,14,5,1831,1506,4,26,136,239,69,170,11,14,5,1622,129,32,2547,6780,1506,13,15,2966,36,20,3338,128,5,349,1033,60,26,37,131,26,55,1730,62,11,2090,69,32,33,44,4240,5,687,73,1,2231,4,1891,2966,14,371,61,31,5147,4,3091,206,129,15,14,5370,19,33,44,589,4,26,13,2,1680,60,62,257,146,2,913,6,140,119,26,907,156,1278,61,62,126,3481,6528,5602,4,11,2090,69,32,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,1869,17,8360,1349,617,23,16,2594,54,3,1,884,60,29,144,9855,6,1,3365,3709,352,781,18,1143,1,6056,2129,995,55,16,166,19,5,229,9856,56,2,1054,331,1440,1,712,2993,47,8092,34,145,53,4848,999,166,31,2,8591,1054,32,1003,2,5,4705,2948,30,781,844,76,617,37,39,364,38,9855,194,5593,4,15,45,5698,540,80,364,2517,1,144,3,1455,712,6,1,884,3365,18,223,39,12,1,1146,3,5,157,229,56,5,9856,55,536,6,5,348,27,751,1,3709,56,31,6878,1,3709,7340,5593,6,1,884,4,9,1614,17,3061,657,6,1,3365,4,7771,734,4,3,1,360,15,56,75,9,454,32,1167,1669,22,2479,46,480,954,1391,43,57,147,453,9857,2
4124,7,2851,738,14,90,22,2208,30,90,5,1476,1654,290,1,116,20,222,27,30,4124,7,31,3398,2189,31,3304,21,1,969,1838,56,392,1,5438,41,200,208,307,3,49,184,1075,18,710,2851,30,4124,13,15,296,464,2604,1510,6,5,700,53,29,297,5,6257,15,13,15,5613,1618,2,1,6257,2,3364,5,3398,15,37,297,469,4,3118,100,964,64,15,1618,1,3398,15,4014,14,28,1,2851,5705,11,58,45,20,39,1447,43,60,15,5602,56,12,1,700,64,15,296,1,964,56,27,5,392,598,6,35,31,3799,44,306,4042,1,598,37,222,27,32,990,180,2060,330,53,89,12,1,7018,739,24,30,45,13,1,36,20,39,1336,60,30,4124,3735,5,3398,10,750,5787,20,199,90,1,738,30,4124,2567,54,19,89,905,3551,4,21,1,6257,97,1,2851,1,417,46,143,32,8,409,5,8904,6,1,4005,184,1075,58,406,272,6,2148,60,2601,1
5,520,3,1983,4,51,14,5,784,991,5410,411,1,1082,12,323,9216,4,70,91,48,20,1299,1414,237,417,1304,2366,1740,46,13,1,773,665,14,1994,1299,31,1153,396,6,8,31,2656,8,1,5845,109,1,2239,5049,14,4933,21,1,67,5987,3672,831,128,31,85,417,671,8,1,6794,6,4697,6,3838,19,959,7,3910,4330,80,3993,461,48,15,647,1065,5,1206,259,2,3364,31,396,75,14,306,844,2,16,3993,461,651,3267,1,411,41,1059,7840,4581,64,15,5,2375,1218,19,112,19,948,1769,1,184,565,1526,2,7867,321,4,1345,221,154,8272,14,7195,6,5417,2072,6405,14,1,3,50,437,6,64,1,1046,1911,54,85,1121,9144,4,2255,222,12,43,4,94,11,2072,2,35,2072,6405,43,2,1,732,97,5963,10,15,37,1247,2072,3828,37,143,8,6405,3957,15,36,397,2,156,1,313,366,24,330,1,411,41,2,3364,31,396,8,11,1257,50,750,1
10,149,26,330,2,1,5386,2978,873,26,219,146,2,249,50,6,193,4,50,6,3755,140,148,2875,9,1496,153,26,472,32,8002,8,4,11,1391,206,248,5770,24,4427,844,10,31,2650,3640,14,444,1,1149,555,522,17,385,1103,385,3156,2,766,610,469,1176,2348,17,5,106,377,1009,21,1,1319,3,12,556,4427,883,11,7,2091,4,6463,2,176,1,783,2047,1,232,33,20,26,36,274,102,2,135,3755,9277,17,385,1103,26,20,39,497,66,83,4,33,136,20,28,558,11,6,5,1013,3574,1919,4427,45,844,10,31,1622,129,80,1830,4,1,6639,295,7362,37,39,1,114,985,894,6,31,562,636,8,31,1594,2152,15,13,2,16,647,129,80,1830,11,14,28,8,1,1622,129,24,8,78,1257,3087,26,14,4669,109,26,37,5,521,699,1750,1170,46,3245,206,4,5,348,697,469,206,24,26,388,10,1351,206,26,388,11,1351,206,8,1,266,3
3430,1,3937,450,48,3,57,4200,61,1,588,548,4,594,8,5,5158,1341,2,3468,1964,579,7,811,662,334,53,1,570,1019,749,38,4132,6590,858,1587,30,725,9,2,1730,1,1043,98,48,6,213,3,57,4200,4,44,2547,52,1,119,33,44,458,2,548,6,588,4,29,585,1,809,1,637,1042,262,21,1,67,15,23,45,150,10,1,570,1019,164,2,4582,213,7,2395,12,1,68,732,22,1729,227,1394,4,2437,431,4,4860,669,466,30,725,23,150,10,5,5158,1341,2,3468,1964,36,694,885,1212,2,87,213,2071,24,28,21,1,4323,3,48,7,3843,383,466,102,18,1257,21,5752,15,23,150,11,45,535,1945,163,1,263,318,12,1964,30,725,361,706,17,471,141,12,538,61,74,186,2,553,1249,1846,174,360,1722,15,13,3087,10,1,289,162,37,936,76,2529,2,1432,31,925,1,186,406,1513,6,1,1060,60,958,4,570,1372,988,1832,2
3607,319,387,111,234,1,1190,848,2,4497,70,60,11,9,2,441,5,3510,54,3,1053,11,9,371,8,6466,2953,49,3870,18,5,413,1819,4486,12,42,1319,7478,352,4838,32,255,4140,2,2680,9025,58,9505,596,27,2163,17,49,3870,3025,1817,49,3870,37,2,4179,9549,2530,4236,12,686,5877,12,538,6430,12,579,2731,12,416,4,582,12,575,13,255,903,1,1190,13,11,14,6722,22,1,946,4,2746,8656,113,1538,2,596,1,4067,23,1091,12,1,255,7,6451,17,5,1651,927,1313,21,1742,1,997,3,195,10,18,77,329,1185,2005,2,1345,1360,358,13,1,605,4628,2229,1239,12,49,7,1134,2,4026,27,1053,4,14,294,2,9974,1,2504,3,3596,4952,2610,3,8718,8718,2746,8656,1,2,57,3,126,596,1538,22,1,4097,2320,7362,6,1,4243,8425,194,1,4600,2794,363,22,451,17,1,1190,7,5807,250,4886,2664,2680,3915,4,9860,1,4952,3697,13,6,5,496,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681,3358,1562,284,43,4829,3681,18,994,75,9,1327,523,2,374,6,111,234,7,248,1562,227,892,175,1,5677,14,1506,6503,60,75,36,20,4485,27,100,8279,17,3961,1807,6,1,47,608,1913,6,67,2,1291,24,75,18,2255,3428,43,2,1,1968,4,3358,5,1117,2940,22,68,892,175,633,987,762,211,2879,8199,13,4829,23,1214,178,40,1712,6,3107,2,1,68,1967,284,43,3681,46,143,1,197,574,91,83,434,64,11,14,3732,6,1343,4564,32,3710,1055,17,1807,6,1,215,615,391,1,3047,100,6,1,243,4063,7685,3,5249,23,2174,1,522,75,143,65,41,6,97,1,762,14,1095,921,3,1,4369,618,4819,179,892,175,633,3047,9325,5296,45,6,1562,12,582,301,19,423,6,567,5304,9919,5052,3
1,147,1550,2,732,6,1,508,545,4,201,1,157,2778,36,592,48,277,213,9,380,366,30,198,5166,1,3479,6555,12,1,2321,4,3303,3,107,7,2067,3295,4,263,8159,11,14,297,2,30,2029,2,319,2309,2,1,433,7,216,4,6,5,243,7365,2,1556,31,2087,3192,833,27,1656,1639,107,18,1006,57,3,42,2234,1,574,14,3183,732,1526,2,9648,1198,3605,4,40,6700,2,5628,1,918,368,30,198,23,158,6,1,121,292,270,89,8637,19,292,224,6,1361,3,30,1700,24,1157,1292,3,964,1195,23,20,37,5,1117,231,51,14,154,950,8,1,1251,24,79,30,2029,46,6,93,4264,2697,2,16,4161,3572,1052,30,1700,92,5,445,3,2073,2,406,1,433,19,15,3303,24,11,14,1,208,690,350,7,243,6493,9890,32,2334,12,30,198,7,99,19,29,3933,321,27,1,35,14,2013,1,114,2516,2170,8,4075,22,765,15,495,20,39,326,2
638,1498,3,1,139,478,7,148,780,700,6529,2,3203,101,4969,8264,1809,42,192,6,478,2,1563,769,2,2796,101,6,203,22,2835,11,1809,2,1133,789,192,2,3203,101,1933,1,47,2797,23,16,1286,547,2,1,1312,50,6,9594,6,1,2190,5394,3,347,1485,7,137,700,1107,2204,10,1,880,120,23,1563,582,34,41,2,9366,101,2495,2419,106,138,155,2495,22,2835,500,6,478,18,39,1406,22,1,952,362,3,168,1754,4,1,95,440,533,3,700,2391,358,13,309,142,10,421,79,641,48,795,6130,25,700,1820,33,4849,245,2,3560,126,638,6,657,2,677,619,500,6,1,880,4001,120,35,9,619,61,336,5076,339,41,4,2,137,126,3623,551,13,6,1,496,15,13,1,139,186,2,144,478,19,5,3031,8,1105,2,240,2800,944,4,1,1385,1068,1,139,35,2024,190,3,1,347,3253,7,120,1899,2,367,5,529,137,169,4001,1107,22,2835,0
63,67,2597,44,89,6579,54,3,1,1759,120,1,107,147,13,1,637,1042,481,2,3900,132,29,36,319,8,1,509,1,509,3318,161,3,5,1874,570,1019,595,2,2308,63,67,2597,4,151,12,1044,3268,73,1,120,174,1,1000,1,881,3290,8,5,47,4099,36,16,40,59,1182,101,226,2,30,1583,63,67,2597,25,89,6579,54,3,1,1759,120,28,79,22,719,360,439,24,45,22,89,6250,73,1,3369,1412,202,15,13,22,1915,2,1,3369,1412,4246,765,198,18,254,63,67,2597,4,151,12,440,3268,1,4882,22,9343,2,359,1,4246,2,7429,101,1,637,1042,23,87,11,626,8,98,63,67,2597,2,587,5,1431,310,1155,34,207,714,5344,1167,107,7,224,350,2,1,2250,13,1,570,1019,4596,239,69,1214,43,29,55,20,84,5552,391,29,55,150,132,29,36,803,38,474,619,503,3,207,4,390,4757,30,1583,23,2811,31,2254,418,12,575,2
88,187,730,315,7,1938,992,7801,2,1,414,4,1,49,1938,7,3017,2612,6,332,201,20,3001,92,1171,2431,439,1974,1545,24,659,8,5,3413,6,2695,7,595,20,1860,12,4988,5991,270,332,983,6,5,437,1171,790,10,1,67,9,7029,8,5,3,1,8827,1,3659,485,9,435,1337,2,1556,113,7830,2529,6,1171,595,6,1,6837,1,49,1269,3185,7,281,12,125,492,2,793,381,557,22,5,455,3,5,445,1,1865,93,271,6,19,98,201,18,1911,43,5,17,179,557,1,190,445,3238,76,388,58,16,523,2,502,49,1829,371,40,4181,4,58,220,3146,43,1,414,1,332,2612,20,2742,39,1,536,3,215,418,3342,19,112,19,1,49,7,405,1014,2137,171,3,35,245,2,16,3136,22,1,1144,3,49,3766,4,1829,22,314,252,4,2657,1,1130,360,23,2345,42,418,12,575,4,98,5718,388,1,869,23,730,21,547,2,190,5,2638,2154,0
0,0,0,335,1929,296,6,727,32,1604,9,174,119,53,1187,7007,335,924,52,1,4796,323,7,1408,2,193,44,296,22,5,772,3,1,168,1,1187,25,1090,2,5459,2120,335,4500,8,5096,5460,7,1408,34,145,237,392,5461,428,4093,13,1,2829,1903,37,39,7008,5,267,13,323,5460,7,2475,37,28,39,7009,19,1,1929,37,39,1456,6,5908,33,799,1795,46,14,1449,8,1,1981,79,10,29,3028,1,2829,4500,8,1,775,1408,13,1,267,1,1929,25,1090,2,20,39,296,22,5,772,3,1,168,6,5,727,6,4,308,2,1,4759,790,1,392,267,13,1,790,1456,1,247,61,12,575,1,965,7,3,2278,1360,9,2919,1,4501,3141,1,1254,3,1,1981,15,13,5096,5460,361,706,17,471,141,12,575,15,2476,6,213,12,416,750,53,2163,27,1,263,1113,180,15,1006,323,1304,2541,890,15,9,333,2,1408,1,4796,1066,6,688,12,483,4265,2
19,32,609,60,10,7,1,408,1,398,23,3001,245,5,519,3180,3,52,2486,3700,2131,60,10,7,1,408,134,30,1308,495,112,1511,38,410,60,15,423,34,524,58,112,156,459,2417,11,9,3065,1308,14,420,511,6,1,72,391,15,713,2,1101,43,31,1298,6,688,263,6,640,244,6,492,124,15,13,15,14,2047,402,2,524,8,1,269,84,524,1961,24,30,1308,1145,2,359,31,1777,6,1,269,6,656,124,688,263,13,29,37,670,5,4548,1341,35,831,54,2,20,222,27,30,1308,187,1,736,1355,1,271,109,3,1,864,3,684,11,36,4419,21,1,269,7,685,253,485,6,530,30,1308,262,5273,22,364,31,8532,1298,6,1,269,2,91,1631,27,1,736,383,4466,6682,1283,211,1111,9778,4,941,357,211,3731,44,1564,54,80,1,5920,3,224,357,449,4892,24,1,271,630,2,6618,3526,1823,4,168,2613,133,7397,27,1,1308,524,232,0
1104,4072,8411,32,1018,4341,8133,9668,99,91,610,8,2088,24,29,44,914,254,22,260,789,2293,63,520,141,14,6968,8,3494,1,687,12,1,1399,4,134,413,99,4685,1,148,9908,6,1,3314,3,1695,153,22,3143,1111,5661,8411,366,118,1,5557,178,1963,14,2,222,8,2088,64,8411,3016,66,40,2268,86,97,1,514,1,148,3,35,45,630,2,1139,198,89,1,3464,768,650,5,3,606,1715,53,1,187,64,2565,5,1061,21,1,70,167,4,15,5166,1,2,108,43,1,4276,8354,2426,490,520,13,15,14,1973,2,94,1,571,2088,25,5,5177,34,41,6,3,1,720,10,29,20,28,37,5,571,6,76,67,13,6,1,63,338,465,33,44,24,6,1,148,338,465,33,365,76,3,126,85,600,34,363,4,1461,66,127,1717,2677,7039,5313,2575,141,3272,6062,198,5241,4685,1920,8411,999,7,85,2677,4225,5661,2442,85,6737,5428,7,561,7890,2398,1267,8467,3
3553,53,1,3312,3,1,2453,1186,8138,1077,54,260,127,1270,27,5657,4,134,6121,585,5,3888,1048,222,129,1,137,3,1,3435,24,6121,4,8138,2117,9233,2,534,1,7289,2,87,11,159,377,12,1,991,520,5,2484,50,66,1104,131,1,67,4,1491,2,6128,1,687,429,5657,27,336,2980,6120,261,31,148,612,3,1,96,19,1921,6419,123,38,1315,2307,9109,6,5,2231,27,1,225,4,1,9234,2548,942,7825,1,687,61,1,284,27,5,1131,3,2980,54,1921,44,9235,6019,22,34,732,4,2144,1911,31,2618,1014,8,1,269,53,5,1695,271,3552,9219,6640,4,6632,6,1,7722,1,687,73,1,202,5657,1227,1,869,21,169,22,3008,5,9219,744,1013,19,1,96,54,5657,2408,6102,9236,6641,6641,4338,7287,590,6642,4206,2001,6102,2575,6120,8138,2307,5257,1464,8136,6632,1571,6121,9219,1464,2144,5194,2307,2144,6120,648,2307,2893,6047,6121,1390,6120,4389,2144,4554,482,1338,2366,7039,3
1,1488,3,3960,5400,5924,1,49,6188,34,19,1,114,376,264,927,165,2904,4,1753,6,66,3377,1,3762,6712,1,18,39,8,83,51,18,39,2705,6,2904,52,113,567,3,621,1903,17,1753,19,223,19,42,2375,1021,17,1,7228,992,4297,24,6,332,545,32,4082,18,73,2613,165,1,66,287,171,4730,384,34,234,17,2904,4798,99,32,3960,46,18,3449,641,83,6,2148,53,89,2601,8,5400,323,18,1280,3960,289,162,4917,19,1,85,430,8,1,7228,2,2708,2375,1,74,6,71,741,30,4917,9,1529,1200,1,518,4,321,27,1,3432,3,225,2158,882,11,45,741,1,49,6672,22,240,9,71,40,2396,2,4861,2836,6,1,447,8,5,2052,24,51,25,45,6209,264,1854,8,2904,7,281,2,2135,73,1,400,927,11,23,305,5,543,793,2,5400,4975,1105,35,25,52,2,3654,5,1122,53,47,3165,222,73,965,6,1,49,21,1,1687,3,1,41,0
0,0,0,0,4186,133,6929,7,620,3611,582,72,2372,722,6929,18,3294,1879,59,183,685,620,4,937,10,11,23,1,120,6,203,747,207,620,711,582,27,5,41,434,2,949,106,459,3,881,358,1805,3,1817,44,2095,1782,104,1,133,7,1093,4526,44,758,106,35,11,13,58,949,758,482,22,791,194,1,41,6929,930,49,1007,529,1941,5,722,215,523,2,1007,839,370,224,357,781,12,538,90,1826,188,901,10,6929,37,5999,5,1793,8,263,246,295,7,68,120,342,1057,358,150,1,1057,872,58,872,8,43,2,6929,6,332,83,18,45,930,252,93,19,4,2007,11,45,1202,1,252,561,4,1088,5576,2307,1294,93,19,1,1806,787,793,6929,7,620,6,124,1,139,13,1,49,8931,1029,4,1,6050,68,312,25,294,2,1336,2372,1554,6,1,1209,285,1,223,573,2602,1151,95,9029,109,3,295,4,177,3592,4,1,1712,3,1,49,214,6929,13,0
678,6269,250,13,30,5373,19,1,801,14,2,2227,5,445,552,59,16,1733,1,2374,2378,18,71,39,1456,99,2,6831,24,11,2401,5,3690,5858,30,5373,13,324,1,6269,525,9,112,511,6,1446,9689,1,1283,68,9,2687,4749,132,1810,38,979,55,16,13,30,5373,11,9,376,2,3229,233,10,51,9,5,47,4,6172,4,452,119,3,82,2,78,1151,102,5,3396,2759,591,15,118,51,25,3556,8,2806,3569,58,1384,4682,10,144,2920,3280,4,1646,82,6,438,5761,19,5,1288,2,233,30,5373,3133,10,11,36,16,5,543,7528,2,3422,57,1,68,7,3569,260,2177,2,1802,6269,3077,3569,58,16,5,408,3,4769,54,1,1358,17,1,2078,2494,15,13,1,476,3,179,304,137,533,2378,4831,5,2512,2,1802,6269,3077,3569,73,1,7782,9,32,9331,879,10,23,3511,168,982,6,5,177,10,9,4849,481,6,1,941,1127,962,68,1,1250,13,6,5,496,4
25,12,9973,6,408,29,245,2,220,532,4657,72,1774,27,7489,3307,1,188,280,19,11,1961,258,37,2717,42,53,334,3,327,604,1513,53,1120,604,44,1912,4,323,4967,5340,2383,1,3995,3,1,7489,3307,7,865,965,5,139,3,569,3020,72,3100,9,3166,2,20,39,191,12,9973,29,25,1266,2,1641,54,4,1511,1,3510,27,1,7500,2,1,2727,60,259,2272,289,162,471,141,7,775,267,13,51,25,173,3856,6,7489,3307,4,19,62,55,3733,33,25,303,1,3204,186,6,408,1,946,403,24,10,7,57,26,55,150,21,34,732,15,118,1,946,36,16,6016,3183,6,408,836,2358,258,18,365,5,395,368,6,227,6,7489,3307,5,208,53,323,1553,32,549,234,17,9125,38,3432,4,3494,1,1120,604,4141,1,281,2,7366,1,1628,1653,7,499,865,965,2520,8676,80,604,4,70,314,3856,1,1149,20,199,191,38,2771,12,9973,2,38,3856,60,2358,2
598,108,12,422,5,598,108,3451,4389,7584,5701,2635,18,847,12,422,6,1,49,53,83,3,383,17,1,9314,54,14,2048,2,16,477,6,593,2,520,1,5128,2789,3,1,599,11,14,4297,22,861,1,9793,3,5701,5485,7345,8248,46,189,28,164,7584,815,62,277,62,257,225,12,1,598,108,1,3057,165,861,4,407,540,4,5431,5591,14,3667,6,708,153,1123,12,1,598,108,6,1881,24,383,4414,191,1,733,12,553,1,383,940,5213,12,5,1747,2277,3,1,7584,851,62,277,62,257,225,5199,22,505,19,50,3,1,7584,3,5701,1,108,477,12,483,1834,91,8450,4,5,782,3,4212,467,4,4413,1,782,45,1202,1,63,467,3,102,9053,2866,1,851,10,749,5701,12,2,1,227,732,6,4281,1,407,2090,69,454,1454,56,454,6,5676,34,9,28,5701,11,7,5701,13,8248,622,892,1,407,7,654,1332,64,7286,7345,8248,1627,3832,6,889,1884,1
2,2695,4,1,2012,1806,24,8,76,3,1,3850,2297,34,23,16,5,95,376,879,2853,577,7554,3516,1088,3601,4,2078,219,2036,3779,7332,3516,69,9745,1224,17,4028,8509,2366,7554,3516,577,1258,3638,2311,1088,3210,6381,7555,4,2311,3880,1501,5363,2416,4,4922,2442,7554,3516,1088,1501,5,2311,219,6381,7555,4,2311,1088,2311,577,4,4028,5,1740,3516,5,4814,2311,1290,8027,7554,3516,5106,2442,2311,2442,1823,7332,3516,2366,3963,4,4028,2578,3516,2442,2575,3501,731,2311,2040,6620,7554,3516,577,7332,3516,1375,2113,3054,2311,577,1258,3638,2311,1375,3054,2311,1152,1501,3459,731,3,9746,2311,1088,9745,1224,17,4028,8509,1088,9745,1224,17,4028,8509,3459,2260,2311,3459,1272,9747,4,2311,2760,6853,3516,3459,1272,9747,4,2311,1088,5260,3516,577,3500,2311,7,7554,3516,1088,422,3516,688,7,590,3500,2311,1088,3500,2311,1088,987,2332,3516,3459,5157,7332,3516,577,6034,3516,2578,4034,3516,2366,2564,9745,1224,17,4028,8509,219,2199,2311,3
24,13,15,14,306,8194,27,1,733,1,66,1334,3667,54,3,290,6,5,212,10,18,1773,2553,2377,27,1,720,30,2220,678,18,1232,19,5,1199,64,1,81,7,4291,3403,21,1,1064,4670,30,2220,46,14,852,450,1,1069,64,1,81,143,85,1075,81,5,335,4331,2,20,31,3502,458,17,2522,211,781,2201,30,5030,4,30,1116,7625,994,2,1442,1,105,3,1434,46,58,16,954,53,6626,6,861,7,571,6,1651,585,169,1434,3364,313,1,4907,1756,8,1,1023,4,155,414,1358,44,994,22,7625,1434,6114,357,728,12,556,1,281,45,585,3089,2145,94,31,230,494,2787,8,155,414,1358,15,9,71,852,6,1,85,81,1340,19,112,19,89,954,8,85,211,4,85,395,417,1,1153,313,998,23,16,361,6,959,12,1204,492,1171,651,9885,8611,307,3,4692,2517,2784,4,360,3,2163,8612,9,1,436,678,2,16,118,2,1,503,3,6112,12,1,750,1
2025,1,119,29,2174,650,71,98,5687,981,10,3211,2,1,1380,674,2,862,29,20,28,39,7009,104,129,1,2141,565,98,23,28,592,5,1100,3211,4,5,4131,94,12,17,38,550,97,1,436,4607,4,6109,20,39,19,112,19,364,438,3782,2406,45,144,177,8,1854,10,25,154,40,6082,1,631,5992,71,9,217,13,2444,267,8,2002,3145,235,30,13,2333,969,4921,44,2073,2,320,969,109,1,2042,3,89,2817,44,440,4,1,557,3,487,44,95,160,17,452,113,2732,56,1150,933,2406,25,5214,2,4887,76,48,54,4,20,1,9545,2,3747,78,29,2107,77,259,1150,14,3232,95,643,17,2406,109,11,1185,82,2,117,61,981,8,38,205,3908,2,3758,460,345,27,233,56,2,8141,484,5580,5505,2,445,48,21,1220,735,6,76,1063,1150,14,89,1041,10,8,1007,1733,1015,12,891,11,7947,4,134,602,2,7103,82,77,11,18,6629,2391,3,10,1100,4
8,1356,1792,1941,5,494,276,3288,12,5,320,539,190,32,991,1816,3939,55,16,56,3294,1427,1011,1532,674,56,70,877,735,109,29,2698,2,16,9845,134,413,4636,375,29,55,16,6616,1371,40,48,17,160,825,432,1976,6,1,72,45,535,10,3939,55,16,2021,1371,226,2,2779,342,648,3,1768,17,432,150,11,2605,82,1828,4,1784,1,1236,29,164,2,176,56,10,1293,20,3895,1,628,13,10,1,184,255,103,1586,1086,5,383,119,2,877,729,1,115,1873,5,738,3,78,11,659,1,1843,295,355,9846,65,41,35,14,236,12,5,1359,2,1359,2079,1565,11,592,48,877,1236,11,361,1,466,2,43,2,641,334,53,29,37,199,5892,11,9,371,2,88,5,40,9065,738,306,34,41,1,115,199,2165,299,505,2,2179,1236,29,1027,298,43,2,5,145,53,1495,52,197,155,48,6,1,72,71,20,5,1038,454,12,202,1584,886,1583,56,229,2420,4
121,8,1267,3,2951,1,958,1736,427,370,352,273,1841,31,281,17,8364,30,7421,14,2487,6,1,2985,790,326,33,509,2,1802,5,841,3,2593,3995,6,1,168,218,6,5,496,1,147,13,1,1403,37,39,458,54,3,5757,15,1634,5346,1,147,7,1445,12,4,1341,2,1,168,218,13,1,496,187,6,657,2,1345,113,403,8365,3,31,1937,4,113,1424,2,1,147,15,18,994,28,2,809,6,1,3498,21,1,111,121,30,7421,9,1420,6,31,550,21,1,427,292,3277,107,121,6561,1072,1700,820,30,7421,37,5318,1,427,2883,8,5205,3,1099,2,168,218,30,1700,13,15,9,28,76,4083,3736,1729,32,2303,15,9,5,356,46,18,818,21,1,1624,3,958,595,654,31,652,10,1,463,44,1173,5,841,3,2593,3995,6,1,168,218,9,28,5,4517,652,11,9,1,8008,4,9058,1597,3,1,958,147,11,4878,1,1483,1121,3,78,29,36,88,2
551,3,1,3435,476,2178,5489,4271,18,515,51,9,5,385,1034,10,48,12,1,4526,3,1252,36,16,1406,73,1,1319,3,7052,78,9,146,2,1285,2,561,1311,442,64,51,18,39,5,2712,847,129,3436,29,25,146,2,16,2081,60,29,1859,69,1085,707,29,25,146,2,16,3046,1,123,282,122,48,23,319,8,5,3311,4,1085,833,698,56,5,7905,2415,8,5,1458,1085,833,1,63,707,36,16,1869,6,2012,4,64,15,14,5522,1,311,30,1543,951,660,58,1374,6,56,7093,402,2,87,11,3753,8,2411,2,205,1,707,324,28,2,1302,82,1,47,311,23,45,743,47,1163,3448,12,1,4096,3,2418,3296,1981,4,51,23,16,1084,2268,237,5,1695,3,43,2,1182,101,1695,8,48,46,3157,2,150,29,20,1095,360,56,1351,70,924,4,3,43,2,1662,1499,8,1915,2,1218,43,60,1,707,367,3753,1,1244,23,16,8952,22,5,47,748,1850,2
2,1341,1,96,4,456,33,23,403,17,1,181,34,145,270,38,8997,4115,6,38,63,66,152,2690,887,258,25,45,5650,174,667,490,3145,3419,18,92,185,814,17,8564,9821,1,8492,9817,9818,8563,4,8564,9816,508,73,1,278,258,20,39,1207,8,1,3496,3,1872,604,6407,19,29,20,1399,38,119,2,571,77,329,34,41,24,1165,8833,6406,1685,606,12,1,9136,26,94,1,3630,33,25,507,266,15,13,80,251,35,9,438,27,1,1943,33,20,1969,26,606,33,55,142,126,2598,96,1088,9818,5,8563,4038,9816,577,9815,2366,5803,4038,5802,577,4095,7,9819,7,8558,2442,2960,6406,3179,1088,7,9820,4038,9821,1088,8562,2541,317,1152,9812,26,7588,2040,2960,5025,1088,2040,9811,1152,1295,3179,3459,1823,69,5172,1152,2124,7,531,7,590,577,2961,1152,6408,219,2434,5,590,1290,7121,1375,5547,1375,590,219,531,219,2138,1375,6351,1088,9006,1088,1295,1375,1205,1152,3374,2366,6514,1375,531,3
1763,4,2157,1823,20,39,166,22,3147,6,1,760,66,197,318,1031,4,1165,2121,9705,741,29,36,1490,27,5,96,17,1,3693,26,219,785,1,3251,36,164,2,222,99,2,94,76,96,67,9705,90,115,251,717,11,36,45,16,5,6835,2,897,3147,19,2,78,29,55,88,4,1,1172,164,2,176,1,307,181,84,2,1,70,3251,2606,12,1,2394,3147,625,9,1157,2,1363,31,181,27,475,4,21,34,732,51,7,649,40,1,181,55,88,6,152,2,5372,206,403,33,328,261,2,404,21,11,21,260,5140,4,176,1,1554,10,25,1647,8,1,2385,181,6,1,1723,8,1159,1,3693,495,144,975,268,34,666,26,328,39,371,21,1,8468,15,7,5,248,3135,8,1,285,604,4,1127,1713,20,6459,2,20,57,38,227,181,613,35,535,1621,590,3111,1295,4,7811,2434,23,158,34,666,1,972,3,268,4,428,181,20,45,39,477,8,9530,1412,3
